Asset Group,Issue Description,Target Resolution Time,Target Resolution Date & Time,Target Duration (Hours),Actual Response Date & Time,Actual Resolution Date & Time,Actual Duration (Minutes),Actual Operation Time(Minutes),Technicians Count,Owning Department,Work Order Department,Status,Priority,Location,Life & Safety Asset,Failure Code,Cause Code,MaintenanceType
AIR HANDLING UNIT-05,AHU-A1155-002 COOLING COIL DIRTY AG-02-40,,2022-01-27 04:05:46,24,2022-01-26 03:10:00,2022-01-26 06:00:00,170.0,680.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 003,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1155-002 CHILLED WATER LINE PAINT DIRTY AG-02-40,,2022-02-27 01:23:25,24,2022-02-26 00:30:00,2022-02-26 03:00:00,150.0,300.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 003,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,DP1 FILTER ALARM,,2022-07-07 11:41:15,24,2022-07-06 10:45:00,2022-07-06 17:00:00,375.0,295.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 003,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,AHU-A1155-002-CHILLED WATER LINE PAINT FADED-AG-02-40,,2022-10-21 20:59:42,24,2022-10-20 20:05:00,2022-10-20 22:05:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 003,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,AC VENT DIRTY - A1-03A-03 (QUIET ROOM),,2023-01-05 20:58:19,24,2023-01-04 20:10:00,2023-01-04 23:10:00,180.0,360.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 003,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY -AG-02-40,,2023-01-09 22:43:42,24,2023-01-08 21:50:00,2023-01-09 01:50:00,240.0,960.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 003,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,"DP1 FINAL FILTER STATUS	FILTERS 937-AIR HANDLING UNIT 184 (TAG NO:AHU-A1155-002)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 003							
						
",,2022-08-17 02:11:38,24,2022-08-16 01:20:00,2022-08-16 03:30:00,130.0,185.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 003,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,AHU-A1155-002 – CHILLED WATER LINE PAINT FADED – AG-02-40,,2022-08-23 20:34:52,24,2022-08-22 19:40:00,2022-08-22 22:40:00,180.0,360.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 003,N,DAMAGED,CHILLED WATER ACTUATOR DAMAGE,CM
AIR HANDLING UNIT-05,AHU-A1121-001 COOLING COIL DIRTY AG-04-04,,2022-01-23 19:50:52,24,2022-01-22 19:00:00,2022-01-22 23:00:00,240.0,720.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AHU063 CHILLED WATER LINE PAINT FADED – AG-04-04,,2022-03-05 20:37:21,24,2022-03-04 19:45:00,2022-03-04 22:15:00,150.0,405.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,NOT WORKING,CHILLED WATER VALVE NOT WORKING,CM
AIR HANDLING UNIT-05,AHU-A1121-001 – SUPPLY DUCT CANVAS AIR LEAKAGE – AG-04-04,,2022-05-27 20:23:10,24,2022-05-26 19:30:00,2022-05-26 22:30:00,180.0,540.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,LEAKAGE,AIR LEAKAGE,CM
AIR HANDLING UNIT-05,FILTER DIRTY -AG-04-04,,2022-07-17 20:03:30,24,2022-07-16 19:10:00,2022-07-16 21:00:00,110.0,220.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AHU RETURN SIDE BLOWER BEARING NOISY - AG-04-04,,2022-09-05 09:26:12,24,2022-09-04 08:30:00,2022-09-04 10:30:00,120.0,240.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,NOISY,ABNORMAL VIBRATION OF EQUIPMENT DUE TO LOOSE PART OR SYSTEM COMPONENT,CM
AIR HANDLING UNIT-05,HU INSIDE LAMP NOT WORKING,,2022-09-22 04:48:09,24,2022-09-21 04:00:00,2022-09-21 05:29:00,89.0,178.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,NOT WORKING,MARINE LIGHT NOT WORKING,CM
AIR HANDLING UNIT-05,"CHILLED WATER LINE PAINT FADED, AHU-A1121-001,AG-04-04",,2023-08-26 13:24:52,24,2023-08-25 12:30:00,2023-08-25 17:10:00,280.0,545.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,INSULATION DAMAGED -AG-04-04,,2023-09-30 08:11:09,24,2023-09-29 07:15:00,2023-09-29 14:00:00,405.0,310.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,AIR DUCT CANVASS DAMAGED,CM
AIR HANDLING UNIT-05,AHU-A1121-001- COOLING COIL DIRTY -AG-04-04,,2022-10-23 20:38:23,24,2022-10-22 19:45:00,2022-10-22 23:45:00,240.0,960.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINED PAINTS FADED- AG-04-04,,2022-11-12 23:14:56,24,2022-11-11 22:20:00,2022-11-11 23:55:00,95.0,285.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED- AG-04-04,,2023-01-03 20:38:47,24,2023-01-02 19:45:00,2023-01-02 21:45:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,DP1 FINAL FILTER STATUS AHU-A1121-001,,2023-03-08 11:22:46,24,2023-03-07 10:30:00,2023-03-07 17:10:00,400.0,123.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,SUPPLY & RETURN  INSULATION DUCTS DAMAGED - AG-04-04,,2023-08-24 21:23:20,24,2023-08-23 20:30:00,2023-08-23 22:30:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,"DUCT INSOLATION DAMAGED, AHU-A1121-001, AG-04-04",,2023-10-30 12:39:50,24,2023-10-29 11:45:00,2023-10-29 16:30:00,285.0,295.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,AHU-A1121-001-DUCT INSULATION DAMAGE -GROUND FLOOR AREA 004,,2024-01-08 21:24:56,24,2024-01-07 20:30:00,2024-01-07 23:30:00,180.0,360.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,FILTER BLOCKED -AG-04-04,,2022-09-25 08:48:10,24,2022-09-24 08:00:00,2022-09-24 12:00:00,240.0,350.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED - AHU-A1121-001 – AG-04-04,,2023-06-30 08:41:42,24,2023-06-29 07:50:00,2023-06-29 11:45:00,235.0,365.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,WATER LEAKAGE,CM
AIR HANDLING UNIT-05,DUCT INSULATION DAMAGED AG-04-04,,2023-12-21 00:54:19,24,2023-12-20 00:05:00,2023-12-20 03:00:00,175.0,350.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,AIR DUCT CANVASS DAMAGED,CM
AIR HANDLING UNIT-05,AHU CABIN LAMP NOT WORKING-AHU-A1121-001)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 004,,2023-11-11 20:07:02,24,2023-11-10 19:15:00,2023-11-10 22:00:00,165.0,330.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,NOT WORKING,AHU SHUTDOWN DUE TO FIRE ALARM ACTIVATION,CM
AIR HANDLING UNIT-05,ABNORMAL NOISE FROM AHU –(AHU-A1121-0010) – AG 04 04,,2023-11-25 08:31:11,24,2023-11-24 07:40:00,2023-11-24 12:00:00,260.0,780.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,NOISY,ABNORMAL VIBRATION OF EQUIPMENT DUE TO LOOSE PART OR SYSTEM COMPONENT,CM
AIR HANDLING UNIT-05,AHU-A1121-001-  FILTER BLOCKED AG-04-04,,2022-03-10 02:09:33,24,2022-03-09 01:15:00,2022-03-09 04:30:00,195.0,235.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,BLOCKED,DRAIN CLOGGED,CM
AIR HANDLING UNIT-05,COOLING COIL IS DIRTY - AHU-A1121-001 - MECHANICAL ROOM AG-04-04,,2022-04-01 20:08:35,24,2022-03-31 19:15:00,2022-03-31 22:15:00,180.0,540.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05, CHILL WATER LINE PAINT FADED – AG-04-04,,2022-06-12 22:49:45,24,2022-06-11 21:55:00,2022-06-11 23:55:00,120.0,240.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,CHILLED WATER ACTUATOR DAMAGE,CM
AIR HANDLING UNIT-05,AHU-A1121-001-COOLING COIL DIRTY,,2022-08-26 20:19:04,24,2022-08-25 19:25:00,2022-08-25 23:00:00,215.0,645.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY -AHU-A1121-001,,2022-10-05 20:24:23,24,2022-10-04 19:30:00,2022-10-04 22:00:00,150.0,300.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED-AHU-A1121-001)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 004,,2023-04-15 11:16:39,24,2023-04-14 10:20:00,2023-04-14 13:00:00,160.0,480.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,ACCIDENT DUE TO MISHANDLING,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY,,2022-01-05 17:15:58,24,2022-01-04 16:20:00,2022-01-04 18:00:00,100.0,300.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY - AHU-A1121-001 – AG-04-04,,2022-02-15 00:04:21,24,2022-02-13 23:10:00,2022-02-14 01:45:00,155.0,465.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1121-001- COOLING COIL DIRTY--,,2022-04-22 08:17:31,24,2022-04-21 07:25:00,2022-04-21 10:30:00,185.0,555.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1121-001-DRAIN LINE BLOCKED-,,2023-07-15 10:01:41,24,2023-07-14 09:10:00,2023-07-14 12:30:00,200.0,445.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,DUST ACCUMULATION,CM
AIR HANDLING UNIT-05,AHU-A1121-007 COOLING COIL DIRTY,,2022-01-16 19:52:18,24,2022-01-15 19:00:00,2022-01-15 23:00:00,240.0,720.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY - AG-04-04,,2022-02-03 23:29:47,24,2022-02-02 22:35:00,2022-02-03 01:45:00,190.0,570.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED -AG-04-04,,2022-03-04 01:08:28,24,2022-03-03 00:54:00,2022-03-03 02:45:00,111.0,222.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,BELT DAMAGE,CM
AIR HANDLING UNIT-05,AHU-A1121-007 – COOLING COIL DIRTY--,,2022-03-31 20:06:30,24,2022-03-30 19:10:00,2022-03-30 23:00:00,230.0,690.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,RETURN DUCT CONVERSE AIR LEAKAGE,,2023-01-01 20:18:49,24,2022-12-31 19:25:00,2022-12-31 22:25:00,180.0,540.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,LEAKAGE,AIR LEAKAGE,CM
AIR HANDLING UNIT-05,AHU-A1121-007 – CHILLED WATER PAINT FADED,,2023-04-15 08:28:22,24,2023-04-14 07:35:00,2023-04-14 10:15:00,160.0,480.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,"CHILLED WATER LINE PAINT FADED, AHU-A1121-007, AG-04-04",,2023-07-10 16:29:15,24,2023-07-09 15:35:00,2023-07-09 18:35:00,180.0,360.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,DRAIN LINE DAMAGED,CM
AIR HANDLING UNIT-05,"CHILLED WATER LINE PAINT FADED ,AHU-A1121-007,AG-04-04",,2023-08-26 08:46:29,24,2023-08-25 07:55:00,2023-08-25 11:00:00,185.0,555.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,"AHU DUCT INSOLATION DAMAGED, AHU-A1121-007,AG-04-04",,2023-09-07 01:04:34,24,2023-09-06 00:10:00,2023-09-06 04:00:00,230.0,355.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,DUCT INSULATION DAMAGED - AG-04-04,,2024-02-26 23:01:07,24,2024-02-25 22:10:00,2024-02-26 00:30:00,140.0,280.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,AHU-A1121-007-FILTER DIRTY,,2022-07-29 14:20:32,24,2022-07-28 13:30:00,2022-07-28 17:30:00,240.0,75.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AHU NOISY-AHU-A1121-007)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 004,,2023-04-23 09:26:59,24,2023-04-22 08:35:00,2023-04-22 15:30:00,415.0,1065.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,NOISY,LOOSE MOUNTING,CM
AIR HANDLING UNIT-05,AHU-A1121-007 SUPLY DUCT INSULATION DAMAGED-AG-04-04,,2023-08-23 23:26:21,24,2023-08-22 22:30:00,2023-08-23 00:00:00,90.0,180.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,"DUCT INSOLATION DAMAGED, AHU-A1121-007, AG-04-04",,2023-10-30 12:39:34,24,2023-10-29 11:45:00,2023-10-29 14:20:00,155.0,310.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,DUCT INSULATION DAMAGED - AHU-A1121-007,,2024-01-03 20:57:57,24,2024-01-02 20:05:00,2024-01-02 23:00:00,175.0,525.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,"CHILLED WATER LINE PAINT FADED
",,2023-11-08 11:18:31,24,2023-11-07 10:25:00,2023-11-07 18:00:00,455.0,420.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,ABNORMAL VIBRATION OF EQUIPMENT DUE TO LOOSE PART OR SYSTEM COMPONENT,CM
AIR HANDLING UNIT-05,FILTER BLOCKED -AG-04-04,,2022-09-25 08:46:07,24,2022-09-24 08:00:00,2022-09-24 10:00:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AG-04-04- AHU-A1121-007 – FILTER DIRTY--,,2023-01-09 12:22:39,24,2023-01-08 11:25:00,2023-01-08 15:00:00,215.0,355.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1121-007- COOLING COIL DIRTY--,,2022-04-22 08:18:18,24,2022-04-21 07:25:00,2022-04-21 13:30:00,365.0,530.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED – AG-04-04  AIR HANDLING UNIT 069 (TAG NO:AHU-A1121-007)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 004,,2023-01-31 01:03:18,24,2023-01-30 00:10:00,2023-01-30 02:00:00,110.0,330.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,ABNORMAL VIBRATION OF EQUIPMENT DUE TO LOOSE PART OR SYSTEM COMPONENT,CM
AIR HANDLING UNIT-05,FILTER ALARM AHU-A1121-007,,2023-02-23 12:10:20,24,2023-02-22 11:15:00,2023-02-22 16:00:00,285.0,350.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,DP1 FILTER ALARM - MEC ROOM -AG-04-04,,2023-07-01 20:22:29,24,2023-06-30 19:30:00,2023-06-30 21:30:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,AIR FILTER DAMAGED,CM
AIR HANDLING UNIT-05,AHU-A1121-008 - COOLING COIL DIRTY  - AG-04-04 - CM-2022-01-1313,,2022-01-17 23:29:46,24,2022-01-16 22:40:00,2022-01-16 23:55:00,75.0,225.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1121-008-CILLED WATERLINE PAINT FADED,,2022-03-04 04:06:45,24,2022-03-03 03:15:00,2022-03-03 05:45:00,150.0,300.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,FILTER DIRTY   AHU-A1121-008,,2022-09-24 11:31:28,24,2022-09-23 10:35:00,2022-09-23 13:00:00,145.0,274.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,"COOLING COIL DIRTY - AG-04A-04, AHU-A1110-008",,2023-01-14 20:21:38,24,2023-01-13 19:30:00,2023-01-13 23:30:00,240.0,960.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,AHU-A1121-008 – CHILLED WATER PAINT FADED,,2023-04-15 08:30:03,24,2023-04-14 07:35:00,2023-04-14 10:15:00,160.0,480.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,ACCIDENT DUE TO MISHANDLING,CM
AIR HANDLING UNIT-05,"CHILLED WATER LINE PAINT FADED, AHU-A1121-008, AG-04-04",,2023-07-10 16:27:41,24,2023-07-09 15:35:00,2023-07-09 18:35:00,180.0,360.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED - AHU-A1121-008 – AG-04-04,,2023-08-27 08:37:58,24,2023-08-26 07:45:00,2023-08-26 11:00:00,195.0,390.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,AHU-A1121-008 SUPPLY DUCT INSULATION DAMAGED AG-04-04,,2023-08-26 01:07:27,24,2023-08-25 00:15:00,2023-08-25 02:30:00,135.0,270.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,COOLING COIL DIRTY - AHU-A1121-008 - AG-04-04,,2023-09-20 20:13:46,24,2023-09-19 19:20:00,2023-09-19 23:58:00,278.0,945.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,COOLING COIL DIRTY,CM
AIR HANDLING UNIT-05, AHU FILTER BLOCKED – AG-04-04,,2023-10-29 21:00:17,24,2023-10-28 20:05:00,2023-10-28 21:30:00,85.0,170.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,DUCT INSULATION DAMAGED - AG-04-04,,2024-02-26 23:02:20,24,2024-02-25 22:10:00,2024-02-26 00:30:00,140.0,280.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,AG-04-04- -RETURN DUCT CANVAS AIR LEAKAGE -AHU-A1121-008)-AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 004,,2023-01-02 23:25:22,24,2023-01-01 22:35:00,2023-01-02 01:30:00,175.0,525.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,LEAKAGE,AIR LEAKAGE,CM
AIR HANDLING UNIT-05,AHU FILTER BLOCKED – AG-04-04,,2023-05-23 20:31:44,24,2023-05-22 19:40:00,2023-05-22 21:40:00,120.0,360.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,BLOCKED,DRAIN CLOGGED,CM
AIR HANDLING UNIT-05,AHU CABIN LAMP NOT WORKING,,2023-06-30 20:02:32,24,2023-06-29 19:10:00,2023-06-29 23:58:00,288.0,235.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,NOT WORKING,COOLING FANS PROBLEM,CM
AIR HANDLING UNIT-05,FILTER ALARM - AHU-A1121-008 – AG-04-04,,2023-08-27 01:17:24,24,2023-08-26 00:25:00,2023-08-26 02:45:00,140.0,420.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,FILTER DIRTY - AHU-A1121-008 – AG-04-04,,2023-11-28 08:30:08,24,2023-11-27 07:35:00,2023-11-27 14:00:00,385.0,440.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,"SENSOR TUBE DAMAGED,AHU-A11121-008,AG-04-04",,2023-12-09 11:17:19,24,2023-12-08 10:25:00,2023-12-08 18:35:00,490.0,485.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,SENSOR DAMAGED,CM
AIR HANDLING UNIT-05,AHU-A1121-007  -RETURN DUCT INSULATION DAMAGED - AG-04-04,,2023-08-23 23:30:31,24,2023-08-22 22:35:00,2023-08-23 00:00:00,85.0,170.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,INSULATION DAMAGED,CM
AIR HANDLING UNIT-05,AHU-A1121-008 AHU LIGHTING SWITCH DAMAGE,,2024-03-24 08:22:32,24,2024-03-23 07:30:00,2024-03-23 10:15:00,165.0,330.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,NOT WORKING,CONTACTOR FAULTY,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED,,2023-11-08 11:19:44,24,2023-11-07 10:25:00,2023-11-07 18:00:00,455.0,440.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,CHILLED WATER LINE INSULATION PAINT FADED,CM
AIR HANDLING UNIT-05,FILTER ALARM   CONCOURSE A-GROUND FLOOR AREA 004,,2022-07-29 20:50:48,24,2022-07-28 19:55:00,2022-07-28 23:58:00,243.0,241.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,AHU LAMP NOT WORKING,,2022-09-12 21:16:25,24,2022-09-11 20:20:00,2022-09-11 22:10:00,110.0,181.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,NOT WORKING,SUPPLY POWER FAILURE,CM
AIR HANDLING UNIT-05,AG-04-04- AHU-A1121-008 – FILTER DIRTY--,,2023-01-09 12:21:35,24,2023-01-08 11:25:00,2023-01-08 17:00:00,335.0,240.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
AIR HANDLING UNIT-05,UNUSUAL SOUND FROM AHU,,2023-04-24 09:13:35,24,2023-04-23 08:15:00,2023-04-23 15:00:00,405.0,465.0,4,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,BEARING DAMAGE,CM
AIR HANDLING UNIT-05,AHU-A1121-008 – RAD OPEN FAIL ALARM – AG -04-04,,2022-01-15 13:52:10,24,2022-01-14 13:00:00,2022-01-14 14:25:00,85.0,170.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,NOISY,MISALIGNMENT,CM
AIR HANDLING UNIT-05,DP1 FILTER ALARM - AHU-A1121-008 – AG-04-04,,2022-06-28 14:25:59,24,2022-06-27 13:30:00,2022-06-27 18:30:00,300.0,110.0,2,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,WARNING,FILTER STATUS ALARM,CM
AIR HANDLING UNIT-05,CHILLED WATER LINE PAINT FADED - AIRSIDE-CONCOURSE A-GROUND FLOOR AREA 004,,2023-02-03 20:35:23,24,2023-02-02 19:45:00,2023-02-02 22:15:00,150.0,450.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DAMAGED,CHILLED WATER ACTUATOR DAMAGE,CM
AIR HANDLING UNIT-05,AHU-A1121-008-DRAIN LINE BLOCKED .,,2023-07-15 10:24:15,24,2023-07-14 09:30:00,2023-07-14 17:30:00,480.0,355.0,3,HVAC,,Closed,Normal,GROUND FLOOR AREA 004,N,DIRTY,AIR FILTER IS DIRTY,CM
